Date;Suburb;Location;Area;Minimum temperature (�C);Maximum temperature (�C);Evaporation (mm);Sunshine (hours);Direction of maximum wind gust;Speed of maximum wind gust (km/h)
12/14/23;Midvale;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;15.09;31.03.00;12.06;12.07;E;54
12/14/23;Stratton;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;14.07;31.05.00;10;13;SW;33
12/14/23;Middle Swan;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;14.07;31.05.00;10;13;SW;33
12/14/23;Midvale;MIDDLE SWAN, MIDVALE and STRATTON;CITY OF SWAN;15.09;31.03.00;12.06;12.07;E;54
12/14/23;Stratton;MIDDLE SWAN and STRATTON;CITY OF SWAN;14.07;31.05.00;10;13;SW;33
12/14/23;Middle Swan;MIDDLE SWAN and STRATTON;CITY OF SWAN;14.07;31.05.00;10;13;SW;33
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Mundaring;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
12/21/23;Parkerville;PARKERVILLE;SHIRE OF MUNDARING;20.04;36.07.00;12.06;12.07;E;89
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;17.04;39.09.00;11.08;12.07;S;35
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;17.04;39.09.00;11.08;12.07;S;35
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;17.04;39.09.00;11.08;12.07;S;35
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;17.04;39.09.00;11.08;12.07;S;35
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;17.04;39.09.00;11.08;12.07;S;35
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;17.04;39.09.00;11.08;12.07;S;35
2/8/24;Guildford;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;15.04;41.01.00;11.08;12.07;ENE;50
2/8/24;Kalamunda;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;21.09;40.05.00;12.06;12.07;E;59
2/8/24;Hazelmere;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;15.04;41.01.00;11.08;12.07;ENE;50
2/8/24;High Wycombe;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;15.04;41.01.00;11.08;12.07;ENE;50
2/8/24;Perth Airport;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;15.04;41.01.00;11.08;12.07;ENE;50
2/8/24;South Guildford;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;15.04;41.01.00;11.08;12.07;ENE;50
2/8/24;South Perth;HAZELMERE, HIGH WYCOMBE, PERTH AIRPORT and SOUTH GUILDFORD;CITY OF SWAN and SHIRE OF KALAMUNDA;17.04;39.09.00;11.08;12.07;S;35
2/8/24;Stirling;GREEN RANGE, KOJANEERUP SOUTH, METTLER and SOUTH STIRLING;CITY OF ALBANY;17.04;39.09.00;11.08;12.07;S;35
2/8/24;Guildford;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;15.04;41.01.00;11.08;12.07;ENE;50
2/8/24;Kalamunda;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;21.09;40.05.00;12.06;12.07;E;59
2/8/24;High Wycombe;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;15.04;41.01.00;11.08;12.07;ENE;50
2/8/24;Belmont;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;17.04;39.09.00;11.08;12.07;S;35
2/8/24;Perth Airport;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;15.04;41.01.00;11.08;12.07;ENE;50
2/8/24;South Guildford;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;15.04;41.01.00;11.08;12.07;ENE;50
2/8/24;South Perth;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;17.04;39.09.00;11.08;12.07;S;35
2/13/24;Gosnells;MARTIN;CITY OF GOSNELLS;18.08;36.01.00;12.06;12.04;ESE;52
2/13/24;Gosnells;MARTIN;CITY OF GOSNELLS;18.08;36.01.00;12.06;12.04;ESE;52
2/20/24;Bibra Lake;BIBRA LAKE;CITY OF COCKBURN;;40;11.04;12;SW;31
12/27/23;Gosnells;CHAMPION LAKES and GOSNELLS;CITY OF ARMADALE;16;26.04.00;12.06;12.07;ESE;57
12/27/23;Champion Lakes;CHAMPION LAKES and GOSNELLS;CITY OF ARMADALE;16.07;27.08.00;8.04;12.07;SSW;43
12/27/23;Armadale;CHAMPION LAKES and GOSNELLS;CITY OF ARMADALE;16;26.04.00;12.06;12.07;ESE;57
12/27/23;Gosnells;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;12.06;12.07;ESE;57
12/27/23;Champion Lakes;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;12.06;12.07;ESE;57
12/27/23;Armadale;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;12.06;12.07;ESE;57
12/27/23;Southern River;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;12.06;12.07;ESE;57
12/27/23;Gosnells;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;12.06;12.07;ESE;57
12/27/23;Champion Lakes;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;12.06;12.07;ESE;57
12/27/23;Armadale;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;12.06;12.07;ESE;57
12/27/23;Southern River;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;12.06;12.07;ESE;57
2/7/24;Bullsbrook;BULLSBROOK;CITY OF SWAN;18.06;37.02.00;12.06;12.06;E;52
2/7/24;Bullsbrook;BULLSBROOK;CITY of SWAN;18.06;37.02.00;12.06;12.06;E;52
2/7/24;Bullsbrook;BULLSBROOK;CITY of SWAN;18.06;37.02.00;12.06;12.06;E;52
2/7/24;Casuarina;CASUARINA;CITY OF KWINANA;19.03;33.07.00;12.06;;S;44
2/7/24;Bullsbrook;BULLSBROOK;CITY of SWAN;18.06;37.02.00;12.06;12.06;E;52
2/7/24;Bullsbrook;BULLSBROOK;CITY of SWAN;18.06;37.02.00;12.06;12.06;E;52
2/28/24;Wanneroo;NEERABUP, NOWERGUP and PINJAR;CITY OF WANNEROO;17.03;30.03.00;8;7.03;S;35
2/28/24;Pinjar;NEERABUP, NOWERGUP and PINJAR;CITY OF WANNEROO;16.07;31.08.00;8;7.03;ENE;52
2/28/24;Nowergup;NEERABUP, NOWERGUP and PINJAR;CITY OF WANNEROO;16.02;32.02.00;8;7.03;SSW;31
2/28/24;Neerabup;NEERABUP, NOWERGUP and PINJAR;CITY OF WANNEROO;15.02;33.04.00;12.06;7.03;E;46
1/3/24;Champion Lakes;CHAMPION LAKES;CITY OF ARMADALE;18.09;32;12.06;11.03;E;59
1/3/24;Armadale;CHAMPION LAKES;CITY OF ARMADALE;19.05;26.03.00;12.06;9.08;WSW;35
1/3/24;Forrestdale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;8.09;32;12.06;11.03;E;59
1/3/24;Champion Lakes;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;18.09;32;12.06;11.03;E;59
1/3/24;Armadale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;19.05;26.03.00;12.06;9.08;WSW;35
;;;;;;12.06;12.07;;52
