Date;Suburb;Status;Location;Area;Minimum temperature (�C);Maximum temperature (�C);Rainfall (mm);Evaporation (mm);Sunshine (hours);Speed of maximum wind gust (km/h);Time of maximum wind gust
1/15/24;Jarrahdale;ADVICE;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE;21,02;38.01.00;0;11;12,01;30;12.59
1/15/24;Oakford;ADVICE;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE;23,01;34.05.00;0;14,02;12,01;31;10.34
1/15/24;Serpentine;ADVICE;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE;22;33.01.00;0;14,02;12,05;31;07.56
1/22/24;Gnangara;ADVICE;MUCHEA and PINJAR;SHIRE OF CHITTERING and CITY OF WANNEROO;15,09;28;0;10,02;13,01;41;15.26
1/22/24;Wanneroo;ADVICE;MUCHEA and PINJAR;SHIRE OF CHITTERING and CITY OF WANNEROO;15,09;28;0;10,02;13,01;41;15.26
1/22/24;Pinjar;ADVICE;MUCHEA and PINJAR;SHIRE OF CHITTERING and CITY OF WANNEROO;12,08;29.08.00;0;10,02;13,01;48;15.13
12/9/23;Bullsbrook;ADVICE;BULLSBROOK;CITY OF SWAN;14;29.08.00;0;14,02;13;61;11.27
12/9/23;South Lake;ADVICE;Lake Muir Nature Reserve;Shire of Manjimup;13,05;29;0;10,02;13;52;07.48
12/9/23;Bullsbrook;ADVICE;BULLSBROOK;CITY OF SWAN;14;29.08.00;0;14,02;13;61;11.27
12/9/23;South Lake;ADVICE;Lake Muir Nature Reserve;Shire of Manjimup;13,05;29;0;10,02;13;52;07.48
12/9/23;Ellenbrook;ADVICE;ELLENBROOK;CITY OF SWAN;13,08;28.08.00;0;10,02;13;39;14.40
12/9/23;Ellenbrook;ADVICE;ELLENBROOK;CITY OF SWAN;13,08;28.08.00;0;10,02;13;39;14.40
12/23/23;Mundaring;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;18,03;36;0;14,02;12,05;59;23.34
12/23/23;Parkerville;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;18,03;36;0;14,02;12,05;59;23.34
12/23/23;The Spectacles;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;17,07;36.00.00;0;14,02;13,01;56;23.44
12/23/23;Postans;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;16,06;35.07.00;0;8,04;13,01;54;22.35
12/23/23;Gidgegannup;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,09;35.04.00;0;8,04;13,01;39;21.50
12/23/23;Wooroloo;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,09;35.04.00;0;8,04;13,01;39;21.50
12/23/23;Bailup;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;14,01;35.04.00;0;7,01;12,01;39;21.50
12/23/23;Mundaring;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18,03;36;0;14,02;12,05;59;23.34
12/23/23;Gidgegannup;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,09;35.04.00;0;8,04;13,01;39;21.50
12/23/23;Wooroloo;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,09;35.04.00;0;8,04;13,01;39;21.50
12/23/23;Bailup;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;14,01;35.04.00;0;7,01;12,01;39;21.50
12/23/23;Mundaring;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18,03;36;0;14,02;12,05;59;23.34
12/23/23;Mundaring;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;18,03;36;0;14,02;12,05;59;23.34
12/23/23;Parkerville;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;18,03;36;0;14,02;12,05;59;23.34
12/23/23;The Spectacles;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;17,07;36.00.00;0;14,02;13,01;56;23.44
12/23/23;Postans;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;16,06;35.07.00;0;8,04;13,01;54;22.35
12/23/23;Jarrahdale;ADVICE;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15,09;35.04.00;0;8,04;13,01;39;21.50
12/23/23;Keysbrook;ADVICE;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;15,05;31.05.00;0;14,02;12,05;33;NULL
12/23/23;Serpentine;ADVICE;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;19,08;27.06.00;0;14,02;12,05;54;22.35
2/10/24;Bullsbrook;ADVICE;BULLSBROOK;CITY OF SWAN;18,08;44.02.00;0;14,02;12,05;44;15.43
2/10/24;Spearwood;ADVICE;SPEARWOOD and LAKE COOGEE;CITY OF COCKBURN;20,07;42.06.00;0;14,02;12,05;48;14.51
2/10/24;Coogee;ADVICE;SPEARWOOD and LAKE COOGEE;CITY OF COCKBURN;20,07;42.06.00;0;14,02;12,05;48;14.51
2/10/24;Bullsbrook;ADVICE;BULLSBROOK;CITY OF SWAN;18,08;44.02.00;0;14,02;12,05;44;15.43
1/13/24;South Lake;ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;22,09;41.03.00;0;11;11,03;57;00.39
1/13/24;Gnangara;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23,02;40.07.00;1;11;11,03;33;00.41
1/13/24;Wanneroo;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23,02;40.07.00;1;11;11,03;33;00.41
1/13/24;Pinjar;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;22,09;41.03.00;0;11;11,03;57;00.39
1/13/24;Yanchep;ADVICE;BAMBUN, MUCHEA, YANCHEP and YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;;43;3;14,02;12,05;44;03.04
1/13/24;Wanneroo;ADVICE;BAMBUN, MUCHEA, YANCHEP and YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO;23,02;40.07.00;1;11;11,03;33;00.41
1/13/24;Success;ADVICE;BEELIAR and SUCCESS;CITY OF COCKBURN;23,06;40.04.00;1;14,02;11,03;44;00.43
1/13/24;Beeliar;ADVICE;BEELIAR and SUCCESS;CITY OF COCKBURN;23,06;40.04.00;1;14,02;11,03;44;00.43
1/13/24;Gnangara;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23,02;40.07.00;1;11;11,03;33;00.41
1/13/24;Wanneroo;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23,02;40.07.00;1;11;11,03;33;00.41
1/13/24;Pinjar;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;22,09;41.03.00;0;11;11,03;57;00.39
1/13/24;South Lake;ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;22,09;41.03.00;0;11;11,03;57;00.39
1/27/24;Southern River;ADVICE;the Collie River;SHIRES OF COLLIE AND DARDANUP;16,06;32.06.00;0;14,02;13;39;05.44
1/27/24;Southern River;ADVICE;the Collie River;SHIRES OF COLLIE AND DARDANUP;16,06;32.06.00;0;14,02;13;39;05.44
12/3/23;South Lake;ADVICE;Lake Muir Nature Reserve;Shire of Manjimup;18,01;27.05.00;0;6,08;8,01;33;11.47
12/3/23;Wanneroo;ADVICE;JANDABUP and MARIGINIUP;CITY OF WANNEROO;18,03;26.02.00;0;6,08;9,08;30;14.16
12/3/23;Mariginiup;ADVICE;JANDABUP and MARIGINIUP;CITY OF WANNEROO;15,04;28.08.00;0;14,02;9,08;37;13.13
12/3/23;Hamersley;ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON;18,03;26.02.00;0;6,08;9,08;30;14.16
12/3/23;Wanneroo;ADVICE;JANDABUP and MARIGINIUP;CITY OF WANNEROO;18,03;26.02.00;0;6,08;9,08;30;14.16
12/3/23;Mariginiup;ADVICE;JANDABUP and MARIGINIUP;CITY OF WANNEROO;15,04;28.08.00;0;14,02;9,08;37;13.13
12/3/23;Hamersley;ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON;18,03;26.02.00;0;6,08;9,08;30;14.16
12/10/23;South Lake;ADVICE;Lake Muir Nature Reserve;Shire of Manjimup;14,01;31.04.00;0;10,08;13,03;57;03.36
12/10/23;Bullsbrook;ADVICE;BULLSBROOK;CITY OF SWAN;14,05;31.05.00;0;14,02;13,03;50;16.09
12/10/23;Jarrahdale;ADVICE;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA;14,04;31.03.00;0;10,08;13,03;33;NULL
12/10/23;Wellard;ADVICE;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA;15;31.04.00;0;14,02;12,05;50;00.10
12/10/23;Oldbury;ADVICE;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA;14,02;31.02.00;0;14,02;13,03;52;00.13
12/10/23;Serpentine;ADVICE;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA;15;31.04.00;0;14,02;12,05;50;00.10
12/10/23;South Lake;ADVICE;Lake Muir Nature Reserve;Shire of Manjimup;14,01;31.04.00;0;10,08;13,03;57;03.36
12/17/23;Bullsbrook;ADVICE;BULLSBROOK;CITY OF SWAN;18,07;35.02.00;0;14,02;13,02;54;22.38
12/17/23;Bullsbrook;ADVICE;BULLSBROOK;CITY OF SWAN;18,07;35.02.00;0;14,02;13,02;54;22.38
12/24/23;Jarrahdale;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;16,06;36.02.00;0;12,08;12,04;52;01.33
12/24/23;Keysbrook;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;13,04;33;0;14,02;12,05;33;NULL
12/24/23;Serpentine;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17,01;31.08.00;0;14,02;12,05;50;01.11
12/24/23;The Spectacles;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;16,06;34.02.00;0;14,02;12,04;57;04.09
12/24/23;Postans;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;16,06;36.01.00;0;12,08;12,04;54;07.49
12/24/23;Mundaring;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;14,08;36;0;14,02;12,05;78;01.32
12/24/23;Parkerville;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;14,08;36;0;14,02;12,05;78;01.32
12/24/23;Gidgegannup;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,06;36.02.00;0;12,08;12,04;52;01.33
12/24/23;Wooroloo;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,06;36.02.00;0;12,08;12,04;52;01.33
12/24/23;Bailup;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,01;36.02.00;0;11,01;11,01;52;01.33
12/24/23;Mundaring;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;14,08;36;0;14,02;12,05;78;01.32
12/24/23;Jarrahdale;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;16,06;36.02.00;0;12,08;12,04;52;01.33
12/24/23;Keysbrook;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;13,04;33;0;14,02;12,05;33;NULL
12/24/23;Serpentine;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17,01;31.08.00;0;14,02;12,05;50;01.11
12/24/23;South Lake;ADVICE;Lake Muir Nature Reserve;Shire of Manjimup;16,06;36.01.00;0;12,08;12,04;54;07.49
12/24/23;The Spectacles;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;16,06;34.02.00;0;14,02;12,04;57;04.09
12/24/23;Postans;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;16,06;36.01.00;0;12,08;12,04;54;07.49
12/24/23;Mundaring;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;14,08;36;0;14,02;12,05;78;01.32
12/24/23;Parkerville;ADVICE;PARKERVILLE;SHIRE OF MUNDARING;14,08;36;0;14,02;12,05;78;01.32
12/24/23;Jarrahdale;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;16,06;36.02.00;0;12,08;12,04;52;01.33
12/24/23;Keysbrook;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;13,04;33;0;14,02;12,05;33;NULL
12/24/23;Serpentine;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17,01;31.08.00;0;14,02;12,05;50;01.11
12/24/23;Gidgegannup;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,06;36.02.00;0;12,08;12,04;52;01.33
12/24/23;Wooroloo;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,06;36.02.00;0;12,08;12,04;52;01.33
12/24/23;Bailup;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;15,01;36.02.00;0;11,01;11,01;52;01.33
12/24/23;Mundaring;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;14,08;36;0;14,02;12,05;78;01.32
12/24/23;Kalamunda;ADVICE;WATTLE GROVE;CITY OF KALAMUNDA;14,08;36.00.00;0;14,02;12,05;78;01.32
12/24/23;Wattle Grove;ADVICE;WATTLE GROVE;CITY OF KALAMUNDA;14,08;36.00.00;0;14,02;12,05;78;01.32
12/24/23;Kalamunda;ADVICE;WATTLE GROVE;CITY OF KALAMUNDA;14,08;36.00.00;0;14,02;12,05;78;01.32
12/24/23;Wattle Grove;ADVICE;WATTLE GROVE;CITY OF KALAMUNDA;14,08;36.00.00;0;14,02;12,05;78;01.32
12/24/23;Jarrahdale;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;16,06;36.02.00;0;12,08;12,04;52;01.33
12/24/23;Keysbrook;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;13,04;33;0;14,02;12,05;33;NULL
12/24/23;Serpentine;ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17,01;31.08.00;0;14,02;12,05;50;01.11
12/31/23;South Lake;ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;18,09;33.00.00;0;9;13,01;44;00.40
2/4/24;Swan View;ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN and SHIRE OF MUNDARING;14,04;28;0;14,02;12,05;57;16.08
2/4/24;Stratton;ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN and SHIRE OF MUNDARING;16;28.00.00;0;11;12,07;39;16.28
2/4/24;Mundaring;ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN and SHIRE OF MUNDARING;15,06;27.04.00;0;11;12,07;56;18.16
2/4/24;Midvale;ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN and SHIRE OF MUNDARING;14,04;28;0;14,02;12,05;57;16.08
2/4/24;Swan View;ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN;14,04;28;0;14,02;12,05;57;16.08
2/4/24;Stratton;ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN;16;28.00.00;0;11;12,07;39;16.28
2/4/24;Midvale;ADVICE;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN;14,04;28;0;14,02;12,05;57;16.08
2/11/24;Bullsbrook;ADVICE;BULLSBROOK;CITY OF SWAN;16,06;42.05.00;0;14,02;12,04;35;14.11
2/11/24;Bullsbrook;ADVICE;BULLSBROOK;CITY OF SWAN;16,06;42.05.00;0;14,02;12,04;35;14.11
2/18/24;Gwelup;ADVICE;GWELUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;30;03.56
2/18/24;Stirling;ADVICE;GWELUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;30;03.56
2/18/24;Karrinyup;ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;30;03.56
2/18/24;Gwelup;ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;30;03.56
2/18/24;Stirling;ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;30;03.56
2/18/24;Karrinyup;ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;30;03.56
2/18/24;Gwelup;ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;30;03.56
2/18/24;Stirling;ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;30;03.56
2/18/24;Karrinyup;ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;30;03.56
2/18/24;Gwelup;ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;30;03.56
2/18/24;Stirling;ADVICE;GWELUP and KARRINYUP;CITY OF STIRLING;23,04;42.09.00;0;10,04;6,02;30;03.56
1/7/24;Yanchep;ADVICE;CARABOODA and YANCHEP;CITY OF WANNEROO;15;38.03.00;0;14,02;12,05;46;16.11
1/7/24;Wanneroo;ADVICE;CARABOODA and YANCHEP;CITY OF WANNEROO;18,01;36;0;9,02;12,07;37;17.03
1/7/24;Carabooda;ADVICE;CARABOODA and YANCHEP;CITY OF WANNEROO;15;38.03.00;0;14,02;12,05;46;16.11
1/7/24;Jarrahdale;ADVICE;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;16,09;37.03.00;0;9,02;12,07;30;17.05
1/7/24;Oldbury;ADVICE;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;16,07;35.01.00;0;14,02;12,07;39;16.45
1/7/24;Serpentine;ADVICE;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;19,02;30.09.00;0;14,02;12,05;43;17.25
1/7/24;East Rockingham;ADVICE;EAST ROCKINGHAM;CITY OF ROCKINGHAM;19,02;30.09.00;0;14,02;12,05;43;17.25
1/7/24;Rockingham;ADVICE;EAST ROCKINGHAM;CITY OF ROCKINGHAM;19,02;30.09.00;0;14,02;12,05;43;17.25
1/7/24;East Rockingham;ADVICE;EAST ROCKINGHAM;CITY OF ROCKINGHAM;19,02;30.09.00;0;14,02;12,05;43;17.25
1/7/24;Rockingham;ADVICE;EAST ROCKINGHAM;CITY OF ROCKINGHAM;17,01;37.03.00;0;9,02;12,07;50;04.37
1/7/24;Yanchep;ADVICE;Yanchep National Park;CITY OF WANNEROO;15;38.03.00;0;14,02;12,05;46;16.11
1/7/24;Wanneroo;ADVICE;Yanchep National Park;CITY OF WANNEROO;18,01;36;0;9,02;12,07;37;17.03
1/14/24;South Lake;ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;23,04;41.05.00;0;11,02;12,07;52;12.29
1/14/24;Gnangara;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23,03;36.06.00;0;11,02;12,07;24;10.21
1/14/24;Wanneroo;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23,03;36.06.00;0;11,02;12,07;24;10.21
1/14/24;Pinjar;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23,04;41.05.00;0;11,02;12,07;52;12.29
1/14/24;South Lake;ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;23,04;41.05.00;0;11,02;12,07;52;12.29
1/14/24;Gnangara;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23,03;36.06.00;0;11,02;12,07;24;10.21
1/14/24;Wanneroo;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23,03;36.06.00;0;11,02;12,07;24;10.21
1/14/24;Pinjar;ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;23,04;41.05.00;0;11,02;12,07;52;12.29
1/28/24;Southern River;ADVICE;the Collie River;SHIRES OF COLLIE AND DARDANUP;13,03;28;0;14,02;12,01;44;13.31
1/28/24;Southern River;ADVICE;the Collie River;SHIRES OF COLLIE AND DARDANUP;13,03;28;0;14,02;12,01;44;13.31
12/7/23;Hamersley;ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON;17,06;25.03.00;0;10,04;7,07;46;15.35
12/7/23;Postans;ADVICE;POSTANS;CITY OF KWINANA;16,01;27.01.00;0;10,04;7,07;52;14.00
12/7/23;Hamersley;ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON;17,06;25.03.00;0;10,04;7,07;46;15.35
12/7/23;Postans;ADVICE;POSTANS;CITY OF KWINANA;16,01;27.01.00;0;10,04;7,07;52;14.00
12/21/23;Kwinana Town Centre;ADVICE;BERTRAM, KWINANA TOWN CENTRE, ORELIA, PARMELIA, POSTANS and THE SPECTACLES;CITY OF KWINANA;23;35;0;14,02;12,05;56;00.16
12/21/23;The Spectacles;ADVICE;BERTRAM, KWINANA TOWN CENTRE, ORELIA, PARMELIA, POSTANS and THE SPECTACLES;CITY OF KWINANA;22,02;36.06.00;0;14,02;9,06;57;15.24
12/21/23;Bertram;ADVICE;BERTRAM, KWINANA TOWN CENTRE, ORELIA, PARMELIA, POSTANS and THE SPECTACLES;CITY OF KWINANA;23;35;0;14,02;12,05;56;00.16
12/21/23;Postans;ADVICE;BERTRAM, KWINANA TOWN CENTRE, ORELIA, PARMELIA, POSTANS and THE SPECTACLES;CITY OF KWINANA;22,04;38.01.00;0;22,08;9,06;72;00.27
12/21/23;Orelia;ADVICE;BERTRAM, KWINANA TOWN CENTRE, ORELIA, PARMELIA, POSTANS and THE SPECTACLES;CITY OF KWINANA;23;35;0;14,02;12,05;56;00.16
12/21/23;Parmelia;ADVICE;BERTRAM, KWINANA TOWN CENTRE, ORELIA, PARMELIA, POSTANS and THE SPECTACLES;CITY OF KWINANA;23;35;0;14,02;12,05;56;00.16
12/21/23;The Spectacles;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;22,02;36.06.00;0;14,02;9,06;57;15.24
12/21/23;Postans;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;22,04;38.01.00;0;22,08;9,06;72;00.27
12/21/23;The Spectacles;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;22,02;36.06.00;0;14,02;9,06;57;15.24
12/21/23;Postans;ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA;22,04;38.01.00;0;22,08;9,06;72;00.27
12/28/23;Gidgegannup;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18;30.05.00;0;9,02;11,04;59;22.57
12/28/23;Wooroloo;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18;30.05.00;0;9,02;11,04;59;22.57
12/28/23;Bailup;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18;30.05.00;0;9,02;11,04;59;22.57
12/28/23;Mundaring;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,07;30.01.00;0;14,02;12,05;74;23.07
12/28/23;South Lake;ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;18,02;31.07.00;0;9,02;11,04;78;23.31
12/28/23;Armadale;ADVICE;ROLEYSTONE;CITY OF ARMADALE;18;30.04.00;0;14,02;11,04;65;20.51
12/28/23;Roleystone;ADVICE;ROLEYSTONE;CITY OF ARMADALE;15,01;27.09.00;0;14,02;12,05;70;02.54
12/28/23;Gidgegannup;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18;30.05.00;0;9,02;11,04;59;22.57
12/28/23;Wooroloo;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18;30.05.00;0;9,02;11,04;59;22.57
12/28/23;Bailup;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;18;30.05.00;0;9,02;11,04;59;22.57
12/28/23;Mundaring;ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING;16,07;30.01.00;0;14,02;12,05;74;23.07
2/1/24;Southern River;ADVICE;the Collie River;SHIRES OF COLLIE AND DARDANUP;23,03;41.09.00;0;14,02;12,07;37;15.16
2/1/24;Southern River;ADVICE;the Collie River;SHIRES OF COLLIE AND DARDANUP;23,03;41.09.00;0;14,02;12,07;37;15.16
2/8/24;Bullsbrook;ADVICE;BULLSBROOK;CITY OF SWAN;18,03;41;0;14,02;12,07;41;18.36
2/8/24;Bullsbrook;ADVICE;BULLSBROOK;CITY OF SWAN;18,03;41;0;14,02;12,07;41;18.36
2/8/24;Stratton;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18,05;40.09.00;0;11,08;12,07;35;15.43
2/8/24;Middle Swan;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;18,05;40.09.00;0;11,08;12,07;35;15.43
2/8/24;Midvale;ADVICE;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;21,09;40.05.00;0;14,02;12,05;59;04.58
2/8/24;Casuarina;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA;18,01;36.05.00;0;14,02;12,05;39;19.00
2/8/24;Oldbury;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA;17,05;40.00.00;0;14,02;12,07;41;02.55
2/8/24;Jarrahdale;ADVICE;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;18,05;40.09.00;0;11,08;12,07;35;15.43
