Date;Suburb;Location;Area;Maximum_temperature(C);Evaporation(mm)
2/8/24;South Guildford;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;41;11,08
2/8/24;South Perth;PERTH AIRPORT, HIGH WYCOMBE and SOUTH GUILDFORD;CITIES OF SWAN and BELMONT and SHIRE OF KALAMUNDA;39;11,08
2/13/24;Gosnells;MARTIN;CITY OF GOSNELLS;36;12,06
2/13/24;Gosnells;MARTIN;CITY OF GOSNELLS;36;12,06
2/20/24;Bibra Lake;BIBRA LAKE;CITY OF COCKBURN;40;11,04
12/27/23;Gosnells;CHAMPION LAKES and GOSNELLS;CITY OF ARMADALE;26;12,06
12/27/23;Champion Lakes;CHAMPION LAKES and GOSNELLS;CITY OF ARMADALE;27;8,04
12/27/23;Armadale;CHAMPION LAKES and GOSNELLS;CITY OF ARMADALE;26;12,06
12/27/23;Gosnells;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;26;12,06
12/27/23;Champion Lakes;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;26;12,06
12/27/23;Armadale;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;26;12,06
12/27/23;Southern River;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;26;12,06
12/27/23;Gosnells;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;26;12,06
12/27/23;Champion Lakes;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;26;12,06
12/27/23;Armadale;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;26;12,06
12/27/23;Southern River;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;26;12,06
2/7/24;Bullsbrook;BULLSBROOK;CITY OF SWAN;37;12,06
2/7/24;Bullsbrook;BULLSBROOK;CITY of SWAN;37;12,06
2/7/24;Bullsbrook;BULLSBROOK;CITY of SWAN;37;12,06
2/7/24;Casuarina;CASUARINA;CITY OF KWINANA;33;12,06
2/7/24;Bullsbrook;BULLSBROOK;CITY of SWAN;37;12,06
2/7/24;Bullsbrook;BULLSBROOK;CITY of SWAN;37;12,06
2/28/24;Wanneroo;NEERABUP, NOWERGUP and PINJAR;CITY OF WANNEROO;30;8
2/28/24;Pinjar;NEERABUP, NOWERGUP and PINJAR;CITY OF WANNEROO;31;8
2/28/24;Nowergup;NEERABUP, NOWERGUP and PINJAR;CITY OF WANNEROO;32;8
2/28/24;Neerabup;NEERABUP, NOWERGUP and PINJAR;CITY OF WANNEROO;33;12,06
1/3/24;Champion Lakes;CHAMPION LAKES;CITY OF ARMADALE;32;12,06
1/3/24;Armadale;CHAMPION LAKES;CITY OF ARMADALE;26;12,06
1/3/24;Forrestdale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;32;12,06
1/3/24;Champion Lakes;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;32;12,06
1/3/24;Armadale;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;26;12,06
;;;;;12,06
